상권명,상권유형,업종,20254_전체점포수,20254_개업수,20254_폐업수,20254실제,20261실제,20261예측,오차
송정체육공원,골목상권,한식음식점,14,1,0,0,0.0,4.34,4.34
송중동주민센터,골목상권,한식음식점,10,2,0,0,0.0,4.55,4.55
송중초등학교,골목상권,한식음식점,26,0,1,4,4.0,4.62,0.62
송천동주민센터,골목상권,한식음식점,4,0,0,0,0.0,2.97,2.97
송천초등학교,골목상권,한식음식점,14,0,0,0,0.0,4.06,4.06
송파나루역 1번(송리단길),골목상권,한식음식점,76,3,5,7,5.0,5.83,0.83
송파나루역 2번,골목상권,한식음식점,37,0,1,3,9.0,4.98,-4.02
송파나루역 3번,골목상권,한식음식점,5,2,0,0,0.0,4.75,4.75
송파역 2번,골목상권,한식음식점,2,0,0,0,0.0,2.42,2.42
송파책박물관,골목상권,한식음식점,5,0,0,0,0.0,3.12,3.12
수궁동주민센터,골목상권,한식음식점,10,0,1,10,0.0,3.67,3.67
수락산디자인거리,골목상권,한식음식점,70,0,4,6,3.0,5.6,2.6
수락산역 4번,골목상권,한식음식점,37,1,1,3,3.0,5.1,2.1
수색성당,골목상권,한식음식점,5,0,0,0,0.0,3.12,3.12
수색역 1번,골목상권,한식음식점,7,0,0,0,0.0,3.41,3.41
수송초등학교,골목상권,한식음식점,47,3,3,6,4.0,5.44,1.44
수유1동주민센터,골목상권,한식음식점,13,0,0,0,8.0,3.98,-4.02
수유동우체국,골목상권,한식음식점,10,0,0,0,0.0,3.74,3.74
수유북부시장옆,골목상권,한식음식점,8,1,1,13,0.0,3.97,3.97
수유시장옆,골목상권,한식음식점,22,1,2,9,10.0,4.63,-5.37
수유역 2번,골목상권,한식음식점,20,1,2,10,5.0,4.53,-0.47
수유초등학교,골목상권,한식음식점,35,7,3,9,16.0,5.69,-10.31
수족관거리,골목상권,한식음식점,4,1,1,25,25.0,3.77,-21.23
숙대입구,골목상권,한식음식점,54,5,4,7,2.0,5.7,3.7
숙대입구역 1번,골목상권,한식음식점,14,1,1,7,15.0,4.3,-10.7
숭곡초등학교,골목상권,한식음식점,55,1,1,2,4.0,5.46,1.46
숭실대입구역 1번,골목상권,한식음식점,18,0,0,0,0.0,4.29,4.29
숭실대입구역 4번,골목상권,한식음식점,33,0,2,6,3.0,4.85,1.85
시립대앞사거리,골목상권,한식음식점,18,0,0,0,12.0,4.3,-7.7
시립서북병원,골목상권,한식음식점,31,0,6,19,3.0,4.69,1.69
시조사삼거리,골목상권,한식음식점,3,0,0,0,0.0,2.71,2.71
시흥3동 우편취급국,골목상권,한식음식점,3,0,0,0,0.0,2.71,2.71
시흥4동주민센터(서울신흥초등학교),골목상권,한식음식점,17,0,0,0,6.0,4.24,-1.76
시흥동 은행나무사거리,골목상권,한식음식점,23,1,1,4,0.0,4.66,4.66
시흥초등학교(시흥1동우체국),골목상권,한식음식점,23,2,1,4,14.0,4.87,-9.13
신곡초등학교,골목상권,한식음식점,3,0,1,33,0.0,2.47,2.47
신광명마을,골목상권,한식음식점,5,0,0,0,0.0,3.12,3.12
신구중학교,골목상권,한식음식점,5,2,0,0,0.0,4.74,4.74
신금호역 4번,골목상권,한식음식점,7,0,1,14,0.0,3.31,3.31
신길2동우편취급국,골목상권,한식음식점,15,0,0,0,7.0,4.12,-2.88
신길3동주민센터,골목상권,한식음식점,21,0,0,0,24.0,4.44,-19.56
신길6동주민센터,골목상권,한식음식점,24,0,0,0,0.0,4.58,4.58
신길대성유니드아파트,골목상권,한식음식점,3,1,0,0,0.0,4.05,4.05
신길동홍어거리,골목상권,한식음식점,6,1,1,17,0.0,3.86,3.86
신길새마을금고신길4동지점,골목상권,한식음식점,9,0,0,0,0.0,3.65,3.65
신길역 1번,골목상권,한식음식점,2,0,0,0,0.0,2.42,2.42
신길역 3번,골목상권,한식음식점,6,0,2,33,0.0,3.04,3.04
신내1동주민센터,골목상권,한식음식점,84,4,1,1,1.0,6.02,5.02
신내IC북측,골목상권,한식음식점,1,0,0,0,0.0,2.01,2.01
신내역 1번,골목상권,한식음식점,7,0,0,0,0.0,3.41,3.41
신내역 2번,골목상권,한식음식점,7,0,0,0,17.0,3.44,-13.56
신당역 3번,골목상권,한식음식점,42,0,1,2,2.0,5.11,3.11
신대림초등학교,골목상권,한식음식점,1,0,0,0,0.0,2.01,2.01
신대방삼거리역 1번,골목상권,한식음식점,5,0,0,0,0.0,3.12,3.12
신대방삼거리역 3번,골목상권,한식음식점,5,0,0,0,0.0,3.14,3.14
신대방역 1번,골목상권,한식음식점,7,0,0,0,0.0,3.43,3.43
신대방역 2번,골목상권,한식음식점,38,3,0,0,3.0,5.36,2.36
신대방역 3번,골목상권,한식음식점,4,2,0,0,0.0,4.98,4.98
신대방역 4번,골목상권,한식음식점,28,3,0,0,7.0,5.17,-1.83
신림역 1번,골목상권,한식음식점,3,0,0,0,0.0,2.76,2.76
"신림역 5번(신림동주민센터, 신림동별빛거리)",골목상권,한식음식점,55,0,2,4,5.0,5.37,0.37
신림역 8번,골목상권,한식음식점,26,0,0,0,7.0,4.66,-2.34
신림우방아파트,골목상권,한식음식점,8,0,0,0,29.0,3.55,-25.45
신림주공2단지(광신고등학교),골목상권,한식음식점,1,0,0,0,0.0,2.01,2.01
신림초등학교,골목상권,한식음식점,4,1,1,25,25.0,3.77,-21.23
신림현대아파트,골목상권,한식음식점,6,2,0,0,20.0,4.61,-15.39
신목동역,골목상권,한식음식점,2,0,0,0,0.0,2.42,2.42
신묵초등학교,골목상권,한식음식점,33,0,0,0,0.0,4.89,4.89
신방화역 2번,골목상권,한식음식점,40,3,0,0,5.0,5.4,0.4
신방화역 8번,골목상권,한식음식점,11,0,0,0,0.0,3.83,3.83
신사1동주민센터,골목상권,한식음식점,28,1,1,4,11.0,4.85,-6.15
신사은행나무공원,골목상권,한식음식점,5,0,0,0,0.0,3.12,3.12
신서초등학교,골목상권,한식음식점,23,1,2,9,14.0,4.63,-9.37
신설동역 12번,골목상권,한식음식점,18,0,2,11,0.0,4.22,4.22
신설동역 9번,골목상권,한식음식점,11,0,2,18,0.0,3.7,3.7
신성초등학교,골목상권,한식음식점,34,1,2,6,0.0,4.99,4.99
신수동주민센터,골목상권,한식음식점,11,0,0,0,0.0,3.83,3.83
신원동주민센터,골목상권,한식음식점,23,0,0,0,8.0,4.54,-3.46
신월1동우편취급국,골목상권,한식음식점,38,1,0,0,3.0,5.15,2.15
신월1동주민센터,골목상권,한식음식점,32,1,0,0,6.0,4.99,-1.01
신월1파출소,골목상권,한식음식점,24,1,1,4,0.0,4.71,4.71
신월2동주민센터,골목상권,한식음식점,7,2,1,14,17.0,4.49,-12.51
신월3동주민센터,골목상권,한식음식점,27,1,1,4,0.0,4.83,4.83
신월4동주민센터,골목상권,한식음식점,18,0,1,6,0.0,4.25,4.25
신월7동주민센터,골목상권,한식음식점,27,0,1,4,4.0,4.66,0.66
신월문화체육센터,골목상권,한식음식점,18,1,2,11,0.0,4.46,4.46
신월시영아파트중문,골목상권,한식음식점,8,0,1,13,0.0,3.44,3.44
신월중학교,골목상권,한식음식점,7,0,0,0,0.0,3.42,3.42
신자초등학교,골목상권,한식음식점,17,0,0,0,0.0,4.24,4.24
신정2동주민센터,골목상권,한식음식점,28,2,1,4,4.0,4.99,0.99
신정네거리역 4번,골목상권,한식음식점,8,1,1,13,0.0,3.97,3.97
신정롯데캐슬아파트,골목상권,한식음식점,27,0,0,0,0.0,4.69,4.69
신정역 1번,골목상권,한식음식점,12,0,0,0,0.0,3.92,3.92
신정역 5번,골목상권,한식음식점,20,1,1,5,10.0,4.57,-5.43
신중초등학교,골목상권,한식음식점,5,1,1,20,0.0,3.79,3.79
신진과학기술고등학교,골목상권,한식음식점,6,0,0,0,20.0,3.3,-16.7
신창초등학교,골목상권,한식음식점,54,1,4,7,2.0,5.41,3.41
신촌역 6번,골목상권,한식음식점,4,1,1,25,0.0,3.77,3.77
신풍역 1번,골목상권,한식음식점,19,2,2,11,11.0,4.72,-6.28
신풍역 2번,골목상권,한식음식점,5,1,0,0,0.0,3.93,3.93
신풍역 3번,골목상권,한식음식점,8,1,0,0,0.0,4.06,4.06
신풍역 6번(신길6동공영주차장),골목상권,한식음식점,1,0,0,0,0.0,2.01,2.01
신한은행 방학동지점,골목상권,한식음식점,15,2,1,7,14.0,4.59,-9.41
신한은행 신월동지점,골목상권,한식음식점,43,2,2,5,7.0,5.32,-1.68
싸리고개근린공원,골목상권,한식음식점,1,0,0,0,0.0,2.01,2.01
쌍문2동우체국,골목상권,한식음식점,40,0,0,0,0.0,5.08,5.08
쌍문역1번(쌍리단길),골목상권,한식음식점,22,1,2,9,10.0,4.62,-5.38
쌍문초등학교,골목상권,한식음식점,15,0,1,7,0.0,4.07,4.07
아래방죽마을공원(율현초등학교),골목상권,한식음식점,4,0,0,0,0.0,2.95,2.95
아차산역 1번,골목상권,한식음식점,36,0,1,3,3.0,4.95,1.95
아차산역 5번,골목상권,한식음식점,1,0,0,0,0.0,2.01,2.01
아카데미하우스,골목상권,한식음식점,17,1,0,0,0.0,4.49,4.49
아현역 1번,골목상권,한식음식점,6,1,0,0,0.0,3.97,3.97
아현역 2번,골목상권,한식음식점,12,0,0,0,0.0,3.91,3.91
아현역 4번,골목상권,한식음식점,4,0,0,0,0.0,2.95,2.95
안암역 2번,골목상권,한식음식점,38,0,0,0,5.0,5.03,0.03
안암역 3번,골목상권,한식음식점,57,1,2,4,2.0,5.49,3.49
암사동성당(효정하나플러스아파트),골목상권,한식음식점,23,0,2,9,5.0,4.47,-0.53
암사역 1번,골목상권,한식음식점,40,0,1,3,3.0,5.06,2.06
암사역 2번(서울강동초등학교),골목상권,한식음식점,65,3,5,8,6.0,5.7,-0.3
암사역 3번(천호동자전거거리),골목상권,한식음식점,30,1,1,3,3.0,4.89,1.89
암사역 4번(삼성광나루아파트),골목상권,한식음식점,4,0,0,0,0.0,2.95,2.95
애오개역 3번,골목상권,한식음식점,2,0,0,0,0.0,2.42,2.42
약수역 7번,골목상권,한식음식점,9,0,0,0,13.0,3.64,-9.36
양목초등학교,골목상권,한식음식점,5,0,0,0,0.0,3.12,3.12
양원초등학교,골목상권,한식음식점,10,0,1,10,0.0,3.67,3.67
양재근린공원(양재2동주민센터),골목상권,한식음식점,4,1,0,0,0.0,3.97,3.97
양재역 8번(양재동우체국),골목상권,한식음식점,75,1,3,4,4.0,5.72,1.72
양지어린이공원,골목상권,한식음식점,16,0,0,0,13.0,4.18,-8.82
양천향교역 2번,골목상권,한식음식점,18,1,1,6,6.0,4.5,-1.5
양천향교역 5번,골목상권,한식음식점,42,1,1,2,8.0,5.2,-2.8
양천향교역 7번,골목상권,한식음식점,58,4,5,9,7.0,5.68,-1.32
양평역 2번,골목상권,한식음식점,36,0,1,3,3.0,4.96,1.96
양화대교북단,골목상권,한식음식점,4,0,0,0,25.0,2.94,-22.06
양화초등학교,골목상권,한식음식점,5,0,0,0,0.0,3.12,3.12
어린이대공원역 3번,골목상권,한식음식점,29,0,2,7,4.0,4.72,0.72
어린이대공원역 4번,골목상권,한식음식점,7,0,0,0,17.0,3.43,-13.57
언남고등학교,골목상권,한식음식점,2,0,0,0,0.0,2.42,2.42
언북중학교,골목상권,한식음식점,16,0,1,6,0.0,4.14,4.14
언북초등학교,골목상권,한식음식점,11,1,0,0,0.0,4.19,4.19
언주역 3번,골목상권,한식음식점,25,0,0,0,0.0,4.63,4.63
언주역 6번,골목상권,한식음식점,24,1,1,4,33.0,4.71,-28.29
언주역 8번,골목상권,한식음식점,2,0,0,0,100.0,2.45,-97.55
역삼역 4번,골목상권,한식음식점,5,0,0,0,0.0,3.12,3.12
역삼역 8번,골목상권,한식음식점,7,0,0,0,0.0,3.43,3.43
역촌노인복지관,골목상권,한식음식점,31,1,0,0,7.0,4.95,-2.05
역촌역 2번,골목상권,한식음식점,8,0,0,0,14.0,3.53,-10.47
역촌역 3번,골목상권,한식음식점,10,0,0,0,0.0,3.75,3.75
연가초등학교,골목상권,한식음식점,18,2,0,0,0.0,4.74,4.74
연산군묘,골목상권,한식음식점,2,0,0,0,0.0,2.42,2.42
연신내역 2번,골목상권,한식음식점,21,0,3,14,0.0,4.34,4.34
연신내역 3번,골목상권,한식음식점,7,0,0,0,0.0,3.41,3.41
연신내역 4번,골목상권,한식음식점,32,1,2,6,3.0,4.94,1.94
연신내역 5번,골목상권,한식음식점,23,0,0,0,9.0,4.54,-4.46
연신내역 7번,골목상권,한식음식점,31,1,2,7,0.0,4.89,4.89
연신내우체국,골목상권,한식음식점,16,0,0,0,0.0,4.18,4.18
연신초등학교,골목상권,한식음식점,7,0,0,0,0.0,3.41,3.41
연천초등학교,골목상권,한식음식점,9,1,1,11,0.0,4.02,4.02
연트럴파크(연남동주민센터),골목상권,한식음식점,18,3,0,0,0.0,4.98,4.98
연희대우아파트앞,골목상권,한식음식점,16,1,1,6,0.0,4.38,4.38
연희세브란스병원,골목상권,한식음식점,13,0,0,0,0.0,3.98,3.98
연희임광아파트,골목상권,한식음식점,4,0,0,0,0.0,2.95,2.95
연희지하차도,골목상권,한식음식점,2,0,0,0,0.0,2.42,2.42
연희초등학교,골목상권,한식음식점,6,0,0,0,0.0,3.28,3.28
연희파출소,골목상권,한식음식점,10,0,0,0,0.0,3.74,3.74
열정도,골목상권,한식음식점,17,1,0,0,0.0,4.48,4.48
염곡동 구룡사(포이동성당),골목상권,한식음식점,45,2,1,2,0.0,5.34,5.34
염리초등학교,골목상권,한식음식점,2,0,0,0,0.0,2.42,2.42
염창무학아파트,골목상권,한식음식점,3,0,0,0,0.0,2.71,2.71
염창역 2번,골목상권,한식음식점,9,1,0,0,13.0,4.11,-8.89
영동대교남단,골목상권,한식음식점,2,0,0,0,0.0,2.42,2.42
영동초등학교,골목상권,한식음식점,11,1,0,0,10.0,4.2,-5.8
영등포구청역 2번,골목상권,한식음식점,29,0,1,3,16.0,4.75,-11.25
영등포구청역 6번,골목상권,한식음식점,24,1,0,0,0.0,4.74,4.74
영등포동성당,골목상권,한식음식점,7,0,0,0,0.0,3.41,3.41
영등포본동주민센터,골목상권,한식음식점,4,1,0,0,33.0,3.95,-29.05
영등포시장역 1번,골목상권,한식음식점,15,0,2,13,0.0,4.03,4.03
영등포시장역 3번,골목상권,한식음식점,5,0,0,0,0.0,3.12,3.12
영등포시장역 4번,골목상권,한식음식점,15,0,2,13,7.0,4.03,-2.97
영등포역 2번,골목상권,한식음식점,29,1,0,0,4.0,4.88,0.88
영등포푸르지오아파트,골목상권,한식음식점,15,1,0,0,0.0,4.41,4.41
영락고등학교,골목상권,한식음식점,18,0,0,0,0.0,4.3,4.3
영서중학교,골목상권,한식음식점,2,0,0,0,0.0,2.49,2.49
영신여고,골목상권,한식음식점,11,1,0,0,0.0,4.2,4.2
영신초등학교,골목상권,한식음식점,41,1,1,2,2.0,5.17,3.17
영천시장입구,골목상권,한식음식점,6,0,1,17,0.0,3.17,3.17
예술인마을,골목상권,한식음식점,3,0,0,0,0.0,2.71,2.71
예일여고,골목상권,한식음식점,11,0,0,0,0.0,3.83,3.83
오거리공원,골목상권,한식음식점,35,1,1,3,0.0,5.04,5.04
오금공원(오주중학교),골목상권,한식음식점,11,2,2,18,9.0,4.42,-4.58
오금역 4번,골목상권,한식음식점,2,0,0,0,0.0,2.42,2.42
오동나무공원(송파레미니스1단지),골목상권,한식음식점,17,0,0,0,0.0,4.24,4.24
오류2동버들시장,골목상권,한식음식점,44,1,1,2,4.0,5.24,1.24
오류고등학교,골목상권,한식음식점,1,0,0,0,0.0,2.01,2.01
오류동역 1번,골목상권,한식음식점,3,0,0,0,0.0,2.71,2.71
오류동역 3번,골목상권,한식음식점,13,0,0,0,8.0,3.99,-4.01
오류동역 4번,골목상권,한식음식점,5,0,0,0,0.0,3.12,3.12
오류지구대,골목상권,한식음식점,10,0,0,0,0.0,3.74,3.74
오산고등학교,골목상권,한식음식점,16,0,1,6,7.0,4.14,-2.86
오산중학교,골목상권,한식음식점,12,0,0,0,0.0,3.91,3.91
옥수동우편취급국,골목상권,한식음식점,2,0,0,0,0.0,2.45,2.45
옥수역 6번,골목상권,한식음식점,20,1,1,5,11.0,4.57,-6.43
옥수터널,골목상권,한식음식점,1,0,0,0,0.0,2.01,2.01
옥정중학교,골목상권,한식음식점,4,0,0,0,0.0,2.94,2.94
온수역 1번,골목상권,한식음식점,3,0,0,0,0.0,2.73,2.73
온수역 5번(온수산업단지),골목상권,한식음식점,11,0,0,0,0.0,3.83,3.83
왕십리역 9번,골목상권,한식음식점,17,1,2,12,39.0,4.41,-34.59
왕십리파출소,골목상권,한식음식점,6,0,0,0,0.0,3.28,3.28
외대앞역 1번,골목상권,한식음식점,62,0,1,2,6.0,5.5,-0.5
외대앞역 2번,골목상권,한식음식점,19,0,0,0,0.0,4.36,4.36
용강동주민센터,골목상권,한식음식점,9,1,1,11,0.0,4.01,4.01
용두동신동아아파트,골목상권,한식음식점,22,0,1,5,0.0,4.46,4.46
용두사거리,골목상권,한식음식점,5,1,0,0,0.0,3.94,3.94
용두초등학교,골목상권,한식음식점,7,0,0,0,0.0,3.41,3.41
용두희망어린이공원,골목상권,한식음식점,2,0,0,0,0.0,2.42,2.42
용마문화복지센터,골목상권,한식음식점,13,0,0,0,0.0,3.99,3.99
용마초등학교,골목상권,한식음식점,27,5,3,11,0.0,5.38,5.38
용산구청,골목상권,한식음식점,25,1,0,0,4.0,4.78,0.78
용산세무서,골목상권,한식음식점,1,0,0,0,0.0,2.07,2.07
우리은행응암동지점,골목상권,한식음식점,11,0,1,9,0.0,3.77,3.77
우리은행체육관,골목상권,한식음식점,13,0,0,0,0.0,3.99,3.99
우면주공아파트,골목상권,한식음식점,17,1,0,0,6.0,4.48,-1.52
우사단길,골목상권,한식음식점,20,0,3,15,5.0,4.29,-0.71
우이천 계성교,골목상권,한식음식점,21,1,0,0,0.0,4.64,4.64
우장산롯데캐슬아파트앞,골목상권,한식음식점,12,1,1,8,0.0,4.19,4.19
우장산역 1번,골목상권,한식음식점,11,2,0,0,0.0,4.55,4.55
우장산역 4번,골목상권,한식음식점,23,1,0,0,15.0,4.7,-10.3
우장산힐스테이트,골목상권,한식음식점,10,0,0,0,11.0,3.76,-7.24
원신초등학교(구세군관악영문교회),골목상권,한식음식점,11,0,0,0,0.0,3.83,3.83
월계역 3번,골목상권,한식음식점,6,1,1,17,14.0,3.84,-10.16
월곡역 4번,골목상권,한식음식점,2,1,0,0,0.0,4.44,4.44
월드순복음교회,골목상권,한식음식점,25,1,1,4,9.0,4.75,-4.25
윗방죽마을공원,골목상권,한식음식점,12,3,0,0,8.0,4.92,-3.08
은곡마을(은곡마을공원),골목상권,한식음식점,4,0,0,0,0.0,2.95,2.95
은광여고,골목상권,한식음식점,1,0,0,0,0.0,2.01,2.01
은천초등학교(은천교앞),골목상권,한식음식점,24,0,0,0,17.0,4.59,-12.41
은평구청,골목상권,한식음식점,40,0,1,3,8.0,5.06,-2.94
은평세무서,골목상권,한식음식점,21,0,2,10,0.0,4.38,4.38
은평요양병원,골목상권,한식음식점,31,1,0,0,3.0,4.95,1.95
응봉산,골목상권,한식음식점,3,0,0,0,0.0,2.71,2.71
응암1동주민센터,골목상권,한식음식점,11,0,0,0,9.0,3.83,-5.17
